,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,id
1868,0.0,678.0,55.0,9.0,0.0,1000.0,0.0,,0.0,9700.0,624.0,7.0,2.0,111.0,3.0,15.0,14.0,9700.0,11.0,1302.0,44.0,12.0,,4.0,31.0,,69.0,100.0,7.0,136.0,0.0,11.0,529.0,9.0,0.0,0.0,2.0,36.0,,10343.0,85.0,75.0,12.0,0.0,44.0,4.0,0.0,42000.0,,16.0,0.0,3818.0,15.0,7.0,0.0,0.0,34.0,9.0,79526.0,9.0,0.0,1538.0,521.0,912.0,"(26.0, 44.0]","(500.0, 600.0]",11.0,61.0,597.0,6.0,0.0,0.0,51868
1869,8.0,1967.0,238.0,23.0,,1000.0,0.0,,7.0,20300.0,1649.0,4.0,3.0,179.0,5.0,15.0,0.0,20300.0,25.0,3616.0,92.0,13.0,,131.0,83.0,,66.0,100.0,13.0,144.0,,14.0,837.0,10.0,,,9.0,230.0,,20300.0,168.0,57.0,46.0,2.0,642.0,5.0,9.0,104000.0,,15.0,,7428.0,51.0,20.0,0.0,,114.0,21.0,548529.0,308.0,0.0,73614.0,510.0,-36144.0,"(287.0, 1614.0]","(500.0, 600.0]",39.0,151.0,3200.0,5.0,,,51869
1870,10.0,850.0,128.0,1.0,0.0,2000.0,0.0,,0.0,10440.0,390.0,3.0,0.0,173.0,3.0,18.0,3.0,10440.0,1.0,1240.0,90.0,,,,22.0,,38.0,20.0,0.0,5.0,0.0,18.0,5718.0,,0.0,0.0,0.0,62.0,,12475.0,45.0,70.0,2.0,3.0,118.0,4.0,0.0,72000.0,,35.0,0.0,4000.0,2.0,4.0,0.0,0.0,74.0,1.0,107027.0,24.0,0.0,8777.0,522.0,877.0,"(85.0, 111.0]","(500.0, 600.0]",21.0,86.0,54.0,6.0,0.0,0.0,51870
1871,,952.0,642.0,11.0,,10000.0,0.0,,4.0,14723.0,1288.0,15.0,0.0,157.0,5.0,,15.0,20200.0,12.0,2254.0,91.0,,,,18.0,,,10.0,10.0,,,23.0,775.0,,,,7.0,180.0,,12213.0,92.0,46.0,14.0,4.0,44.0,2.0,4.0,195000.0,,13.0,,8478.0,15.0,4.0,1.0,,60.0,11.0,176826.0,17.0,0.0,2643.0,121.0,0.0,"(26.0, 44.0]","(100.0, 200.0]",107.0,78.0,113.0,5.0,,,51871
1872,,566.0,2595.0,12.0,0.0,1000.0,0.0,,2.0,9903.0,382.0,13.0,1.0,163.0,2.0,,2.0,9903.0,13.0,948.0,90.0,,,,39.0,,,44.0,9.0,,0.0,37.0,1463.0,,0.0,0.0,5.0,75.0,,13938.0,73.0,31.0,17.0,1.0,129.0,3.0,3.0,73400.0,,8.0,0.0,1983.0,18.0,818.0,0.0,0.0,45.0,9.0,59982.0,32.0,0.0,5898.0,591.0,2236.0,"(85.0, 111.0]","(500.0, 600.0]",432.0,63.0,526.0,6.0,0.0,0.0,51872
1873,3.0,866.0,90.0,0.0,0.0,10000.0,0.0,,0.0,13470.0,589.0,16.0,0.0,161.0,,,16.0,5353.0,0.0,1455.0,90.0,,,,19.0,,,10.0,0.0,,0.0,20.0,4647.0,,0.0,0.0,0.0,30.0,,15087.0,36.0,17.0,0.0,4.0,163.0,3.0,0.0,93000.0,,24.0,0.0,4650.0,0.0,10.0,0.0,0.0,51.0,0.0,96531.0,77.0,0.0,8333.0,348.0,6510.0,"(85.0, 111.0]",,15.0,66.0,39.0,6.0,0.0,0.0,51873
1874,7.0,625.0,116.0,,0.0,,,,,3527.0,741.0,14.0,2.0,161.0,,,14.0,2810.0,,1366.0,92.0,,,,21.0,,,100.0,,,0.0,0.0,0.0,,0.0,0.0,,68.0,,7567.0,37.0,14.0,,5.0,214.0,5.0,,,,,0.0,,,27.0,1.0,0.0,65.0,,103731.0,97.0,0.0,13933.0,,28.0,"(111.0, 146.0]",,19.0,75.0,,6.0,0.0,0.0,51874
1875,6.0,2480.0,339.0,13.0,,,0.0,,1.0,24510.0,2985.0,20.0,3.0,159.0,5.0,12.0,20.0,24500.0,15.0,5465.0,91.0,28.0,,21.0,53.0,0.0,83.0,100.0,5.0,187.0,0.0,0.0,1505.0,16.0,,0.0,2.0,186.0,0.0,25850.0,214.0,105.0,31.0,3.0,1000.0,4.0,1.0,,10.0,9.0,0.0,,42.0,127.0,1.0,,116.0,9.0,575222.0,509.0,1.0,116572.0,869.0,29151.0,"(287.0, 1614.0]",,56.0,105.0,3313.0,5.0,0.0,,51875
1876,3.0,196.0,52.0,13.0,,2000.0,0.0,,2.0,11452.0,109.0,8.0,2.0,110.0,3.0,15.0,8.0,0.0,18.0,305.0,64.0,,,,16.0,,54.0,100.0,6.0,66.0,,8.0,656.0,,,,4.0,12.0,,3408.0,37.0,12.0,20.0,0.0,41.0,7.0,2.0,19000.0,,49.0,,2375.0,31.0,4.0,0.0,,58.0,7.0,18445.0,14.0,0.0,2387.0,357.0,663.0,"(26.0, 44.0]","(300.0, 400.0]",8.0,60.0,35.0,5.0,,,51876
1877,5.0,517.0,93.0,6.0,0.0,10000.0,0.0,,1.0,0.0,240.0,18.0,0.0,138.0,2.0,7.0,18.0,0.0,10.0,757.0,62.0,,,,5.0,,32.0,10.0,3.0,75.0,0.0,11.0,2066.0,,0.0,0.0,1.0,57.0,,6253.0,90.0,43.0,8.0,0.0,7.0,2.0,1.0,46000.0,,33.0,0.0,4181.0,14.0,18.0,0.0,0.0,20.0,4.0,46203.0,2.0,0.0,146.0,280.0,1183.0,"(0.999, 11.0]","(200.0, 300.0]",15.0,61.0,209.0,6.0,0.0,0.0,51877
1878,9.0,3320.0,908.0,13.0,,5000.0,0.0,,0.0,23850.0,2639.0,14.0,2.0,135.0,5.0,14.0,14.0,21320.0,19.0,5959.0,63.0,19.0,,9.0,115.0,,82.0,99.0,6.0,263.0,,15.0,767.0,14.0,,,3.0,187.0,,23468.0,292.0,102.0,19.0,3.0,997.0,2.0,0.0,131000.0,3.0,7.0,,8733.0,28.0,73.0,0.0,,47.0,8.0,335860.0,393.0,0.0,47606.0,391.0,-35884.0,"(287.0, 1614.0]","(300.0, 400.0]",151.0,56.0,1586.0,5.0,,,51878
1879,11.0,353.0,32.0,3.0,0.0,3000.0,0.0,,3.0,10300.0,446.0,7.0,0.0,114.0,1.0,7.0,7.0,10300.0,9.0,799.0,46.0,5.0,,16.0,6.0,,38.0,16.0,3.0,38.0,0.0,19.0,2702.0,5.0,0.0,0.0,3.0,42.0,,7778.0,37.0,31.0,3.0,0.0,27.0,3.0,3.0,46800.0,,13.0,0.0,2463.0,10.0,13.0,1.0,0.0,59.0,3.0,86775.0,15.0,1.0,1602.0,667.0,1617.0,"(11.0, 26.0]",,5.0,108.0,319.0,6.0,0.0,0.0,51879
1880,,2458.0,59.0,15.0,5242880.0,10000.0,0.0,5242880.0,1.0,24450.0,1202.0,15.0,0.0,158.0,,,,4520.0,18.0,3660.0,92.0,,1048576.0,,27.0,29143.0,,38.0,5.0,,10485760.0,47.0,2782.0,,5242880.0,4798221.0,1.0,90.0,2574929.0,32661.0,73.0,,18.0,4.0,434.0,4.0,1.0,396959.0,,17.0,3795766.0,8445.0,36.0,6.0,0.0,4369066.0,50.0,13.0,190872.0,158.0,0.0,21714.0,157.0,3490.0,"(195.0, 287.0]","(200.0, 300.0]",9.0,52.0,599.0,6.0,10485760.0,3141632.0,51880
1881,7.0,913.0,5453.0,4.0,0.0,10.0,0.0,,0.0,4120.0,388.0,20.0,3.0,161.0,4.0,8.0,20.0,4120.0,4.0,1301.0,91.0,2.0,,2.0,31.0,,79.0,74.0,2.0,242.0,0.0,12.0,4562.0,0.0,0.0,0.0,1.0,84.0,,7689.0,119.0,118.0,8.0,1.0,40.0,3.0,0.0,53000.0,5.0,15.0,0.0,4416.0,9.0,328.0,0.0,0.0,54.0,4.0,87259.0,6.0,0.0,2190.0,958.0,-548.0,"(26.0, 44.0]",,908.0,67.0,2940.0,6.0,0.0,0.0,51881
1882,7.0,520.0,134.0,11.0,,0.0,0.0,,4.0,13962.0,234.0,0.0,0.0,155.0,5.0,11.0,0.0,21350.0,14.0,800.0,83.0,,,,34.0,,45.0,19.0,10.0,107.0,,20.0,857.0,,,,7.0,118.0,,20871.0,80.0,55.0,16.0,1.0,149.0,3.0,4.0,156807.0,,34.0,,7840.0,21.0,26.0,0.0,,98.0,10.0,57685.0,39.0,0.0,14664.0,243.0,-31762.0,"(85.0, 111.0]","(200.0, 300.0]",22.0,72.0,1591.0,5.0,,,51882
1883,7.0,1892.0,14623.0,8.0,0.0,9980.0,0.0,,1.0,21707.0,1411.0,9.0,2.0,179.0,4.0,13.0,9.0,21707.0,19.0,3303.0,92.0,,,,99.0,,82.0,100.0,4.0,260.0,0.0,20.0,2192.0,,0.0,0.0,2.0,265.0,,17719.0,194.0,56.0,10.0,2.0,657.0,3.0,1.0,105000.0,,18.0,0.0,5250.0,28.0,2766.0,0.0,0.0,90.0,8.0,254911.0,266.0,0.0,59164.0,274.0,4999.0,"(287.0, 1614.0]","(200.0, 300.0]",2437.0,77.0,894.0,6.0,0.0,0.0,51883
1884,1.0,2823.0,837.0,2.0,0.0,-500.0,0.0,,0.0,29624.0,3229.0,10.0,2.0,153.0,,9.0,10.0,29624.0,2.0,6052.0,91.0,5.0,,31.0,91.0,,75.0,100.0,1.0,192.0,0.0,11.0,14657.0,4.0,0.0,0.0,1.0,101.0,,29158.0,121.0,94.0,4.0,1.0,951.0,3.0,0.0,189450.0,,16.0,0.0,17222.0,6.0,115.0,1.0,0.0,37.0,2.0,259278.0,501.0,1.0,35466.0,525.0,65.0,"(287.0, 1614.0]","(500.0, 600.0]",167.0,42.0,1210.0,5.0,0.0,0.0,51884
1885,7.0,16.0,1.0,,,,,,,3105.0,4.0,16.0,3.0,14.0,2.0,4.0,16.0,0.0,,20.0,0.0,,,,0.0,,41.0,100.0,,4.0,,0.0,566.0,,,,,0.0,,3105.0,8.0,28.0,,0.0,,4.0,,,,,,,,,0.0,,,,740.0,,,0.0,,,,,1.0,37.0,,1.0,,,51885
1886,4.0,792.0,106.0,1.0,4134.0,10000.0,0.0,60000.0,1.0,15344.0,320.0,16.0,1.0,153.0,0.0,9.0,16.0,2318.0,17.0,1112.0,89.0,,2548.0,,10.0,28.0,74.0,54.0,1.0,98.0,13920.0,16.0,1064.0,,60000.0,9084.0,1.0,121.0,7680.0,14669.0,92.0,17.0,1.0,1.0,12.0,4.0,1.0,125500.0,,23.0,25.0,7843.0,30.0,4.0,0.0,60000.0,92.0,1.0,96742.0,1.0,0.0,1105.0,308.0,7783.0,"(0.999, 11.0]","(400.0, 500.0]",17.0,86.0,787.0,5.0,40.0,2978.0,51886
1887,3.0,818.0,372.0,7.0,0.0,20.0,0.0,,0.0,1120.0,607.0,8.0,3.0,161.0,1.0,6.0,8.0,1120.0,9.0,1435.0,92.0,4.0,,0.0,21.0,,76.0,70.0,1.0,166.0,0.0,5.0,444.0,4.0,0.0,0.0,1.0,147.0,,3854.0,125.0,70.0,8.0,2.0,50.0,2.0,0.0,30000.0,9.0,28.0,0.0,6000.0,13.0,19.0,0.0,0.0,46.0,7.0,80613.0,26.0,1.0,2330.0,141.0,11185.0,"(11.0, 26.0]","(100.0, 200.0]",62.0,56.0,51.0,6.0,0.0,0.0,51887
1888,7.0,369.0,27.0,23.0,,30000.0,0.0,,0.0,10303.0,227.0,18.0,0.0,119.0,4.0,10.0,18.0,11300.0,33.0,596.0,59.0,,,,0.0,,,78.0,5.0,38.0,,10.0,768.0,,,,1.0,22.0,,2783.0,53.0,51.0,100.0,0.0,,7.0,0.0,85000.0,,34.0,,8500.0,150.0,,0.0,,,15.0,36899.0,,,0.0,622.0,,,,9.0,61.0,31.0,5.0,,,51888
1889,6.0,460.0,303.0,4.0,,2000.0,0.0,,3.0,10000.0,176.0,10.0,2.0,155.0,4.0,19.0,10.0,8640.0,6.0,636.0,87.0,7.0,,15.0,37.0,,79.0,100.0,3.0,95.0,,32.0,838.0,4.0,,,3.0,63.0,,10954.0,63.0,77.0,5.0,1.0,66.0,5.0,3.0,89000.0,15.0,25.0,,2781.0,8.0,10.0,0.0,,39.0,3.0,56608.0,8.0,0.0,2619.0,705.0,6216.0,"(44.0, 63.0]",,50.0,89.0,704.0,5.0,,,51889
1890,,325.0,96.0,15.0,0.0,40.0,0.0,,1.0,20740.0,295.0,8.0,2.0,99.0,4.0,,14.0,24560.0,25.0,620.0,70.0,,,,18.0,,,100.0,5.0,,0.0,21.0,4903.0,,0.0,0.0,2.0,18.0,,20036.0,74.0,66.0,19.0,0.0,50.0,4.0,1.0,89000.0,,21.0,0.0,4238.0,47.0,6.0,0.0,0.0,67.0,13.0,64977.0,26.0,1.0,3360.0,268.0,1175.0,"(11.0, 26.0]","(200.0, 300.0]",19.0,104.0,167.0,3.0,0.0,0.0,51890
1891,2.0,1972.0,772.0,3.0,0.0,6000.0,0.0,,0.0,27863.0,1768.0,9.0,4.0,174.0,4.0,14.0,10.0,28863.0,3.0,3740.0,89.0,2.0,,2.0,68.0,,49.0,100.0,2.0,95.0,0.0,14.0,20112.0,1.0,0.0,0.0,0.0,166.0,,30213.0,115.0,41.0,3.0,2.0,623.0,4.0,0.0,163500.0,,10.0,0.0,11678.0,3.0,338.0,0.0,0.0,104.0,2.0,364855.0,288.0,0.0,65011.0,553.0,-422.0,"(287.0, 1614.0]","(500.0, 600.0]",128.0,97.0,524.0,6.0,0.0,0.0,51891
1892,4.0,942.0,79.0,21.0,,10000.0,0.0,,6.0,12000.0,146.0,16.0,1.0,163.0,4.0,9.0,10.0,9630.0,37.0,1088.0,89.0,55.0,,135.0,59.0,,89.0,68.0,16.0,233.0,,38.0,428.0,34.0,,,14.0,53.0,,12285.0,146.0,53.0,35.0,1.0,150.0,4.0,10.0,32000.0,1.0,31.0,,842.0,92.0,4.0,0.0,,53.0,17.0,88125.0,10.0,0.0,7990.0,824.0,15798.0,"(111.0, 146.0]",,13.0,80.0,404.0,5.0,,,51892
1893,,687.0,87.0,11.0,,5000.0,0.0,,1.0,20187.0,318.0,20.0,1.0,137.0,5.0,,23.0,10600.0,19.0,1005.0,79.0,,,,1.0,,,64.0,3.0,,,18.0,571.0,,,,1.0,37.0,,6288.0,72.0,39.0,22.0,0.0,8.0,5.0,1.0,118500.0,,15.0,,6583.0,40.0,,0.0,,54.0,8.0,79481.0,5.0,1.0,432.0,663.0,,"(0.999, 11.0]",,17.0,79.0,176.0,5.0,,,51893
1894,6.0,307.0,1741.0,9.0,0.0,2994.0,0.0,,1.0,14060.0,454.0,22.0,0.0,152.0,4.0,8.0,22.0,14060.0,12.0,856.0,84.0,9.0,,5.0,12.0,,45.0,34.0,5.0,64.0,0.0,61.0,1539.0,6.0,0.0,0.0,2.0,33.0,,28590.0,37.0,77.0,11.0,1.0,61.0,6.0,1.0,172300.0,,44.0,0.0,2824.0,16.0,134.0,1.0,0.0,40.0,8.0,43799.0,40.0,20.0,2471.0,236.0,1688.0,"(0.999, 11.0]","(200.0, 300.0]",290.0,51.0,127.0,6.0,0.0,0.0,51894
1895,6.0,407.0,81.0,6.0,0.0,4990.0,0.0,,1.0,5970.0,293.0,27.0,0.0,145.0,2.0,11.0,1.0,5970.0,9.0,700.0,75.0,,,,19.0,,82.0,16.0,3.0,95.0,0.0,17.0,1119.0,,0.0,0.0,1.0,96.0,,6068.0,79.0,22.0,9.0,2.0,141.0,3.0,1.0,35643.0,,59.0,0.0,2096.0,13.0,2.0,0.0,0.0,158.0,6.0,88567.0,42.0,0.0,22395.0,182.0,3362.0,"(85.0, 111.0]","(100.0, 200.0]",16.0,126.0,18.0,6.0,0.0,0.0,51895
1896,5.0,426.0,65.0,4.0,0.0,20.0,0.0,,0.0,14110.0,278.0,24.0,2.0,143.0,3.0,10.0,24.0,14110.0,4.0,704.0,86.0,13.0,,0.0,15.0,,79.0,81.0,1.0,45.0,0.0,14.0,982.0,11.0,0.0,0.0,1.0,64.0,,12856.0,57.0,84.0,5.0,2.0,50.0,1.0,0.0,75000.0,3.0,42.0,0.0,5357.0,5.0,4.0,0.0,0.0,38.0,2.0,48087.0,4.0,0.0,1943.0,75.0,-3.0,"(44.0, 63.0]",,10.0,68.0,17.0,6.0,0.0,0.0,51896
1897,,309.0,171.0,2.0,0.0,5000.0,0.0,,1.0,0.0,207.0,,0.0,,4.0,,,10528.0,7.0,516.0,,,,,,,,20.0,1.0,,0.0,16.0,2401.0,,0.0,0.0,1.0,,,6553.0,,130.0,2.0,,49.0,3.0,1.0,51100.0,,46.0,0.0,3193.0,9.0,36.0,0.0,0.0,52.0,1.0,31917.0,30.0,1.0,2571.0,178.0,-3699.0,"(11.0, 26.0]","(100.0, 200.0]",28.0,61.0,15.0,6.0,0.0,0.0,51897
1898,11.0,1234.0,5565.0,4.0,0.0,20.0,0.0,,0.0,18780.0,1014.0,20.0,0.0,162.0,4.0,6.0,20.0,18780.0,12.0,2248.0,92.0,,,,0.0,,,19.0,3.0,112.0,0.0,34.0,3768.0,,0.0,0.0,1.0,40.0,,27448.0,113.0,104.0,8.0,1.0,123.0,3.0,0.0,171000.0,,25.0,0.0,5029.0,58.0,157.0,0.0,0.0,153.0,3.0,199162.0,53.0,0.0,18915.0,259.0,6308.0,"(63.0, 85.0]","(200.0, 300.0]",927.0,88.0,480.0,6.0,0.0,0.0,51898
1899,9.0,1546.0,137.0,6.0,0.0,50000.0,0.0,,0.0,0.0,666.0,28.0,2.0,179.0,3.0,14.0,18.0,0.0,8.0,2212.0,90.0,2.0,,36.0,112.0,,83.0,26.0,4.0,276.0,0.0,22.0,24970.0,2.0,0.0,0.0,3.0,127.0,,42955.0,156.0,102.0,6.0,1.0,193.0,1.0,0.0,265996.0,20.0,9.0,0.0,12090.0,9.0,21.0,0.0,0.0,59.0,6.0,160426.0,37.0,0.0,11400.0,892.0,13331.0,"(146.0, 195.0]",,22.0,72.0,6189.0,6.0,0.0,0.0,51899
1900,0.0,809.0,42.0,5.0,0.0,3000.0,0.0,,1.0,0.0,1516.0,14.0,0.0,132.0,3.0,9.0,14.0,27411.0,8.0,2337.0,86.0,,,,4.0,,65.0,16.0,2.0,81.0,0.0,23.0,2340.0,,0.0,0.0,1.0,54.0,,24713.0,127.0,67.0,5.0,1.0,436.0,3.0,1.0,134000.0,,8.0,0.0,5826.0,10.0,6.0,1.0,0.0,172.0,2.0,265834.0,296.0,2.0,75250.0,837.0,934.0,"(111.0, 146.0]",,10.0,113.0,596.0,6.0,0.0,0.0,51900
1901,4.0,1032.0,5327.0,22.0,0.0,5.0,0.0,,0.0,0.0,1330.0,20.0,2.0,157.0,4.0,7.0,20.0,0.0,23.0,2362.0,92.0,23.0,,17.0,30.0,,73.0,100.0,1.0,181.0,0.0,12.0,3002.0,14.0,0.0,0.0,1.0,98.0,,14880.0,142.0,106.0,37.0,1.0,56.0,4.0,0.0,85000.0,,19.0,0.0,7083.0,39.0,157.0,1.0,0.0,30.0,9.0,89695.0,22.0,0.0,1691.0,447.0,1648.0,"(26.0, 44.0]","(400.0, 500.0]",887.0,37.0,906.0,6.0,0.0,0.0,51901
1902,,1024.0,1486.0,3.0,0.0,1000.0,0.0,,0.0,18963.0,504.0,10.0,2.0,152.0,,,10.0,18963.0,4.0,1528.0,91.0,,,,47.0,,,80.0,2.0,,0.0,80.0,1137.0,,0.0,0.0,0.0,72.0,,17899.0,67.0,33.0,3.0,2.0,294.0,3.0,0.0,104600.0,,41.0,0.0,1307.0,4.0,303.0,0.0,0.0,63.0,2.0,104342.0,95.0,0.0,18570.0,132.0,-1740.0,"(195.0, 287.0]","(100.0, 200.0]",297.0,68.0,489.0,5.0,0.0,0.0,51902
1903,2.0,1434.0,64.0,26.0,0.0,20.0,0.0,,0.0,16978.0,830.0,8.0,2.0,160.0,3.0,12.0,6.0,18978.0,28.0,2264.0,91.0,28.0,,132.0,49.0,,93.0,97.0,10.0,249.0,0.0,38.0,13440.0,17.0,0.0,0.0,4.0,107.0,,37701.0,183.0,83.0,47.0,2.0,227.0,2.0,0.0,242500.0,26.0,13.0,0.0,6381.0,52.0,20.0,0.0,0.0,101.0,21.0,245628.0,70.0,0.0,23017.0,488.0,2369.0,"(146.0, 195.0]","(400.0, 500.0]",10.0,108.0,1371.0,6.0,0.0,0.0,51903
1904,10.0,1091.0,60.0,14.0,0.0,10.0,0.0,,4.0,7255.0,722.0,8.0,3.0,178.0,2.0,17.0,8.0,7255.0,14.0,1818.0,92.0,11.0,,4.0,52.0,,89.0,100.0,8.0,163.0,0.0,27.0,5366.0,11.0,0.0,0.0,5.0,54.0,,10425.0,122.0,72.0,19.0,2.0,330.0,2.0,5.0,60000.0,18.0,36.0,0.0,2222.0,19.0,13.0,0.0,0.0,56.0,12.0,137383.0,119.0,0.0,18618.0,393.0,2052.0,"(195.0, 287.0]","(300.0, 400.0]",10.0,75.0,728.0,6.0,0.0,0.0,51904
1905,8.0,1678.0,224.0,11.0,0.0,2000.0,0.0,,3.0,21480.0,765.0,13.0,2.0,162.0,3.0,14.0,12.0,21480.0,13.0,2443.0,91.0,20.0,,2.0,66.0,,83.0,90.0,11.0,174.0,0.0,22.0,4225.0,5.0,0.0,0.0,5.0,56.0,,19470.0,131.0,101.0,21.0,1.0,124.0,1.0,3.0,121800.0,8.0,19.0,0.0,5536.0,32.0,19.0,0.0,0.0,38.0,11.0,135750.0,29.0,0.0,4798.0,146.0,1714.0,"(85.0, 111.0]","(100.0, 200.0]",37.0,55.0,916.0,6.0,0.0,0.0,51905
1906,7.0,373.0,89.0,3.0,0.0,3000.0,0.0,,1.0,0.0,229.0,18.0,3.0,155.0,5.0,13.0,18.0,2140.0,3.0,602.0,75.0,3.0,,7.0,30.0,,65.0,47.0,1.0,82.0,0.0,11.0,1307.0,3.0,0.0,0.0,1.0,37.0,,11195.0,54.0,208.0,6.0,1.0,92.0,1.0,1.0,76000.0,3.0,21.0,0.0,6909.0,7.0,24.0,0.0,0.0,49.0,3.0,41993.0,22.0,0.0,4566.0,673.0,-1338.0,"(63.0, 85.0]",,14.0,69.0,812.0,6.0,0.0,0.0,51906
1907,,469.0,1154.0,12.0,0.0,5000.0,0.0,,1.0,13761.0,462.0,13.0,2.0,154.0,3.0,,10.0,13761.0,16.0,931.0,85.0,,,,22.0,,,92.0,10.0,,0.0,24.0,1139.0,,0.0,0.0,3.0,55.0,,16233.0,50.0,59.0,15.0,2.0,276.0,5.0,1.0,98500.0,,28.0,0.0,4104.0,20.0,334.0,0.0,0.0,150.0,10.0,131576.0,136.0,0.0,41550.0,292.0,2789.0,"(111.0, 146.0]","(200.0, 300.0]",192.0,141.0,554.0,6.0,0.0,0.0,51907
1908,8.0,329.0,13.0,0.0,0.0,5000.0,,,0.0,4775.0,559.0,17.0,1.0,108.0,0.0,13.0,17.0,4775.0,0.0,888.0,90.0,1.0,,1.0,8.0,,56.0,9.0,0.0,23.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,30.0,,7913.0,27.0,3.0,0.0,3.0,71.0,2.0,0.0,31000.0,6.0,,0.0,2818.0,0.0,3.0,1.0,0.0,35.0,0.0,42900.0,55.0,3.0,2488.0,0.0,6635.0,"(11.0, 26.0]","(200.0, 300.0]",3.0,48.0,,5.0,0.0,0.0,51908
1909,8.0,1068.0,119.0,26.0,0.0,5000.0,0.0,,2.0,8005.0,1342.0,24.0,3.0,160.0,2.0,,24.0,14130.0,27.0,2410.0,92.0,,,,23.0,,,100.0,15.0,,0.0,34.0,456.0,,0.0,0.0,4.0,71.0,,16603.0,58.0,14.0,42.0,4.0,229.0,5.0,3.0,99000.0,,28.0,0.0,2911.0,52.0,3.0,1.0,0.0,39.0,22.0,115609.0,117.0,1.0,8943.0,489.0,2445.0,"(111.0, 146.0]","(500.0, 600.0]",19.0,47.0,70.0,6.0,0.0,0.0,51909
1910,5.0,1146.0,73.0,18.0,0.0,1000.0,0.0,,0.0,14010.0,473.0,12.0,2.0,178.0,4.0,14.0,12.0,14010.0,22.0,1619.0,91.0,15.0,,18.0,92.0,,80.0,100.0,1.0,456.0,0.0,17.0,7.0,13.0,0.0,0.0,0.0,63.0,,14046.0,242.0,93.0,26.0,2.0,236.0,5.0,0.0,83000.0,13.0,26.0,0.0,4882.0,39.0,6.0,0.0,0.0,32.0,15.0,93069.0,26.0,0.0,7770.0,981.0,40.0,"(195.0, 287.0]",,12.0,57.0,2037.0,6.0,0.0,0.0,51910
1911,7.0,2139.0,2136.0,9.0,0.0,5000.0,0.0,,2.0,24114.0,1582.0,13.0,2.0,175.0,,16.0,10.0,24114.0,16.0,3721.0,88.0,59.0,,209.0,101.0,,90.0,100.0,5.0,400.0,0.0,42.0,9257.0,36.0,0.0,0.0,4.0,195.0,,32578.0,411.0,106.0,13.0,4.0,991.0,6.0,2.0,198500.0,1.0,15.0,0.0,4726.0,32.0,459.0,0.0,0.0,67.0,7.0,262890.0,356.0,0.0,67238.0,749.0,2467.0,"(287.0, 1614.0]",,356.0,70.0,677.0,6.0,0.0,0.0,51911
1912,7.0,579.0,170.0,1.0,0.0,20000.0,0.0,,0.0,0.0,696.0,13.0,0.0,155.0,5.0,9.0,18.0,16300.0,5.0,1275.0,90.0,0.0,,236.0,15.0,,73.0,30.0,1.0,54.0,0.0,18.0,7799.0,0.0,0.0,0.0,1.0,72.0,,21079.0,81.0,108.0,2.0,2.0,68.0,6.0,0.0,135000.0,4.0,1.0,0.0,7500.0,8.0,2.0,1.0,0.0,86.0,1.0,149535.0,23.0,0.0,5853.0,491.0,-8788.0,"(44.0, 63.0]","(400.0, 500.0]",28.0,117.0,373.0,6.0,0.0,0.0,51912
1913,4.0,799.0,361.0,8.0,0.0,7500.0,0.0,,0.0,27497.0,1061.0,16.0,0.0,154.0,4.0,,16.0,3344.0,20.0,1860.0,87.0,,,,4.0,,,20.0,6.0,,0.0,26.0,1049.0,,0.0,0.0,1.0,70.0,,25947.0,62.0,67.0,12.0,2.0,11.0,5.0,0.0,157800.0,,13.0,0.0,6069.0,39.0,23.0,1.0,0.0,123.0,7.0,275719.0,7.0,1.0,1354.0,474.0,-14.0,"(0.999, 11.0]","(400.0, 500.0]",60.0,148.0,144.0,6.0,0.0,0.0,51913
1914,11.0,976.0,243.0,16.0,0.0,5000.0,0.0,,0.0,0.0,351.0,18.0,2.0,161.0,3.0,13.0,18.0,0.0,22.0,1327.0,83.0,10.0,,30.0,32.0,,56.0,100.0,8.0,137.0,0.0,16.0,4792.0,3.0,0.0,0.0,1.0,54.0,,8451.0,98.0,115.0,26.0,1.0,131.0,6.0,0.0,71000.0,0.0,9.0,0.0,4437.0,49.0,28.0,0.0,0.0,191.0,12.0,245312.0,52.0,0.0,25043.0,800.0,3079.0,"(63.0, 85.0]",,40.0,184.0,6670.0,6.0,0.0,0.0,51914
1915,10.0,707.0,9.0,3.0,0.0,,0.0,,0.0,10900.0,435.0,14.0,2.0,149.0,,13.0,14.0,10900.0,4.0,1142.0,89.0,5.0,,8.0,1.0,,51.0,39.0,3.0,47.0,0.0,0.0,,2.0,0.0,0.0,1.0,66.0,,21496.0,52.0,37.0,5.0,1.0,2.0,2.0,0.0,,12.0,21.0,0.0,,21.0,2.0,0.0,0.0,10.0,3.0,144612.0,1.0,1.0,21.0,550.0,2.0,"(0.999, 11.0]","(500.0, 600.0]",3.0,126.0,182.0,6.0,0.0,0.0,51915
